date,registration,fatalities,summary,all_aboard,cat,location,Country,Cleaned Country
1994-02-25,ob1559,31,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria.",31,A1,near Tingo Maria,near Tingo Maria,near Tingo Maria
1994-03-02,n18835,0,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service.",116,A2,New York-La Guar...,New York-La Guar...,New York-La Guar...
1994-03-14,696576,8,Crashed into sea after a shell exploded in one of the gun barrells.,8,A1,near Malindi,near Malindi,near Malindi
1994-03-17,58521,32,Shot down with a missile by Armenian forces while en route.,32,C1,near Stepanakert,near Stepanakert,near Stepanakert
1994-03-18,n150fb,2,"After discharging passengers the sea plane took off, the nose pitched up and crashed. Failure of the pilot-in-command to assure the bilges were adequately pumped free of water, which resulted in the aft center of gravity limit to be exceeded, and failure of the aircrew to follow the checklist. A factor related to the accident was the water leak.",2,A1,"Key West Harbor, FL",FL,FL
1994-03-18,n3433y,2,"The cargo plane lost a right engine during takeoff. The plane tried to return to the airport but crashed. The failure of the pilot-in-command to maintain airspeed. Factors to the accident were: cylinder fatigue, dark night and stall encountered.",2,A1,near Spokane Internat...,near Spokane Internat...,near Spokane Internat...
1994-03-21,vhjuu,6,"Lost an engine while taking off and then lost a second engine and crashed 1,300 ft. beyond the runway.",6,A1,"Weipa Airport, Q...",Q...,Q...
1994-03-23,fogqs,75,"The aircraft crashed after a captain allowed his child to manipulate the controls of the plane. The pilot's 11 year old daughter and 16 year old son were taking turns in the pilot's seat. While the boy was flying, he inadvertently disengaged the autopilot linkage to the ailerons and put the airliner in a bank of 90 degrees which caused the nose to drop sharply. The co-pilot pulled back on the yoke to obtain level flight but the plane stalled. With his seat pulled all the way back, the co-pilot in the right hand seat could not properly control the aircraft. After several stalls and rapid pull-ups the plane went into a spiral descent. In the end the co-pilot initiated a 4.8g pull-up and nearly regained a stable flight path but the aircraft struck the ground in an almost level attitude killing all aboard. The aircraft was named Glinka, after Mikhail Glinka, the father of Russian music.",75,A1,near Mezhduretshensk,near Mezhduretshensk,near Mezhduretshensk
1994-04-04,phksh,3,"Shortly after taking off, due to a false warning light, the captain idled one engine (contrary to the checklist) and  assumed they had an engine problem and returned to the airport. While attempting to land, the aircraft rolled to the right, pitched up, stalled and crashed. Inadequate use of the flight controls during an asymmetric go-around resulting in loss of control. Contributing factors were insufficient understanding of the flightcrew of the SAAB 340B engine oil system, lack of awareness of the consequences of an aircraft configuration with one engine in flight idle and poor crew resource management.",24,A1,Amsterdam-Schiph...,Amsterdam-Schiph...,Amsterdam-Schiph...
1994-04-06,9xrnn,12,"Shot down by a missile. President of Burundi, Cyprien Ntaryamira and president of Rwanda, Juvenal Habyarimana were killed.",12,C1,near Kigali Airport (...,near Kigali Airport (...,near Kigali Airport (...
1994-04-06,fae450,17,"Struck Mt. Lozan, at 13,400 ft. which was obscured by clouds 47 minutes after taking off. Controlled flight into terrain.",17,A1,Loma LozÃ¡n,Loma LozÃ¡n,Loma LozÃ¡n
1994-04-26,b1816,264,"While on ILS approach to Nagoya Airport, at an altitude of 1,000 feet, the first officer inadvertently triggered the TOGA (take-off-go-around) lever. The crew tried to override this situation by turning off the autothrottle and reducing air speed. The aircraft stalled, hit the runway tail first and burst into flames. The plane crashed because of an extreme out of trim configuration brought about by the fact that the tailplane setting had moved automatically and undetected to a maximum nose-up position. The plane climbed at a steep angle until it stalled. The crew could have saved the aircraft even in the final seconds had they reverted to basic flight procedures and switched off the autopilot.",271,A1,Nagoya-Komaki In...,Nagoya-Komaki In...,Nagoya-Komaki In...
1994-05-23,hk2890,4,Crashed while making an emergency landing following engine trouble.,11,A1,near Puerto Lleras,near Puerto Lleras,near Puerto Lleras
1994-05-28,hk2213,7,Crashed shortly after taking off after double engine failure.,29,A1,near Villavicencio-La...,near Villavicencio-La...,near Villavicencio-La...
1994-06-06,b2610,160,The plane broke-up in flight 10 minutes after taking off. Auto-pilot induced oscillations caused the aircraft to shake violently. The autopilot yaw-channel was accidentally connected to the bank control and the bank-channel to the yaw controls.,160,A1,near Xian-Xianyang In...,near Xian-Xianyang In...,near Xian-Xianyang In...
1994-06-13,xaslu,9,The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.,9,A1,near Uruapan Airport ...,near Uruapan Airport ...,near Uruapan Airport ...
1994-06-18,pkmfi,12,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain.",12,A1,Mount Kalora,Mount Kalora,Mount Kalora
1994-06-18,xabba,12,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.,12,A1,near Washington-Dulle...,near Washington-Dulle...,near Washington-Dulle...
1994-06-26,tutip,17,Crashed on approach 3 miles short of the runway into a wooded area with flaps and landing gear still retracted.,17,A1,near Abidjan-Felix Ho...,near Abidjan-Felix Ho...,near Abidjan-Felix Ho...
1994-06-30,fwwkh,7,"The plane crashed after demonstrating a simulated engine failure on takeoff. Caused by a number of factors relating to the test and actions of the crew none of which singley would have caused the crash. Unexpected mode transition to altitude acquire mode during a simulated  engine failure resulted in excessive pitch, loss of airspeed, and loss of control. Pitch attitude protection not provided in altitude acquire mode.",7,A1,Toulouse-Blagnac...,Toulouse-Blagnac...,Toulouse-Blagnac...
1994-07-01,5tclf,80,"The plane crash landed on the runway in adverse weather, after a second landing attempt, breaking the landing gear and sliding off the side of the runway.",93,A1,Tidjikja Airport...,Tidjikja Airport...,Tidjikja Airport...
1994-07-02,n954vj,37,The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air traffic control.,57,A1,Charlotte-Dougla...,Charlotte-Dougla...,Charlotte-Dougla...
1994-07-17,8ptad,6,Crashed into high ground while on approach to land.,6,A1,near Fort de France-L...,near Fort de France-L...,near Fort de France-L...
1994-07-17,ra87256,5,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.,9,A1,Boma Airport (BOA),Boma Airport (BOA),Boma Airport (BOA)
1994-07-19,hp1202ac,21,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.,21,C1,near Colon-Enrique A....,near Colon-Enrique A....,near Colon-Enrique A....
1994-08-10,hl7296,0,The aircraft overran the runway and caught fire while landing during adverse weather conditions.  The approach was flown with slats/flaps at 15/20 degrees due to suspected windshear. Crew error. There was a struggle and argument between the captain and co-pilot during the last seconds of the landing as to whether they should go-around.,160,A1,Jeju (Cheju) Int...,Jeju (Cheju) Int...,Jeju (Cheju) Int...
1994-08-21,cncdt,44,"The aircraft entered a steep dive from 16,000 ft. and crashed 10 minutes after taking off from Agadir. The pilot was blamed for disconnecting the autopilot and deliberately causing the crash and committing suicide. This was challenged by the Moroccan Pilot's Union.",44,A1,near Tizounine,near Tizounine,near Tizounine
1994-09-08,n513au,132,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick (ailerons) but because the plane was flying at the crossover speed of 190 knots with flaps 1, using the stick would not correct the situation. When the right rudder was applied the rudder went to its fullblown left position causing the plane to roll further left, stall and go into a dive. Some speculate if the pilot-in-command pushed forward on the yoke to gain some speed rather than pull back, the accident possibly could have been avoided. Blame was not placed on the crew because there was no mention of this type of recovery by the manufacturer nor was there any training for such an occurrence.",132,A1,"near Aliquippa, PA",PA,PA
1994-09-17,cfdmr,3,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodic inspection but the damage had apparently not been discovered.,4,A1,"Fish Egg Inlet, BC",BC,BC
1994-09-18,5nimo,5,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed.",39,A1,Tamanrasset-Ague...,Tamanrasset-Ague...,Tamanrasset-Ague...
1994-09-23,pkplv,6,"The cargo plane lost control shortly after becoming airborne, began losing altitude and ditched 500 meters from the runway. The No. 4 prop pitch control system failed.",12,A1,near Hong Kong-Kai Ta...,near Hong Kong-Kai Ta...,near Hong Kong-Kai Ta...
1994-09-26,ra87468,28,"After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera.",28,A1,near Vanavara,near Vanavara,near Vanavara
1994-09-30,ra27209,8,"The cargo plane failed to gain altitude, overran the runway and crashed. Crew error.",20,A1,Chaybukha,Chaybukha,Chaybukha
1994-10-12,eppav,66,"Thirty-five minutes after taking off from Isfahan, the aircraft made an uncontrolled descent after losing power in both engines and crashed into a mountain.",66,A1,near Natanz,near Natanz,near Natanz
1994-10-29,ra11790,23,The cargo plane suddenly pitched down and collided with a hill. Icing.,23,A1,near Ust-Ilimsk Airpo...,near Ust-Ilimsk Airpo...,near Ust-Ilimsk Airpo...
1994-10-29,ra33008,7,Pitched up and crashed on takeoff. Overweight and improperly loaded.,19,A1,Batagay,Batagay,Batagay
1994-10-31,n401am,68,"The aircraft was in a holding pattern and was descending to a newly assigned altitude of 8,000 feet when it experienced an uncommanded roll and excursion and crashed during a rapid descent. Icing. The design of the rubber de-icing boot was insufficient to deal with icing on the wings. Sudden and unexpected aileron hinge movement reversal, that occurred after a ridge of ice accreted beyond the deice boots while the airplane was in a holding pattern during which it intermittently encountered supercooled cloud and drizzle/rain drops, the size and water content of which exceeded those described in the icing certificication envelope. The airplane was susceptible to this loss of control and the crew was unable to recover. Contributing factor was the French Directorate General for Civil Aviation's inadequate oversight of the ATR42 and ATR 72, and its failure to take the necessary corrective action to ensure continued airworthiness in icing conditions and failure to provide the FAA with timely airworthiness information developed from previous ATR incidents and accidents in icing conditions.",68,A1,"near Roselawn, IN",IN,United States of America
1994-11-04,pkynm,4,"The cargo plane crashed into a mountain a 4,000 ft.",4,A1,near Nabire,near Nabire,near Nabire
1994-11-05,ob1569,6,"The pilot delayed landing to avoid a pedestrian on the runway, overran the runway and crashed into Saposoa River breaking up.",30,A1,Saposoa Airport ...,Saposoa Airport ...,Saposoa Airport ...
1994-11-16,n63995,1,"While en route, the cargo plane made an uncontrolled descent and crashed. Loss of aircraft control at night by the pilot for unknown reasons.",1,A1,"Avenal, CA",CA,United States of America
1994-11-22,p2swc,7,Crashed into a mountain in poor weather conditions.,7,A1,near Tabubil,near Tabubil,near Tabubil
1994-12-13,n918ae,15,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training.",20,A1,near Raleigh/Durham A...,near Raleigh/Durham A...,near Raleigh/Durham A...
1994-12-15,n96bf,2,"The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart.",2,A1,Lobito Airport,Lobito Airport,Lobito Airport
1994-12-17,yv761c,7,The cargo plane hit trees and crashed short of the runway while attempting to land.,9,A1,Cerro Aicha,Cerro Aicha,Cerro Aicha
1994-12-17,p2mfs,28,"The chartered flight struck a cliff at 6,400 ft. during a flight from a copper and gold mine.",28,A1,near Olsobip,near Olsobip,near Olsobip
1994-12-21,7tvee,5,After a go-around the plane struck a transmission tower and crashed. The crew allowed the aircraft to descend significantly below the normal approach glide path  in conditions of patchyfog.,5,A1,near Coventry-Baginto...,near Coventry-Baginto...,near Coventry-Baginto...
1994-12-29,tcjes,57,The aircraft crashed into a hill near the airport in driving snow after a fourth landing attempt. Controlled flight into terrain.,76,A1,near Van Airport (VAN),near Van Airport (VAN),near Van Airport (VAN)
1995-01-05,1003,12,The plane crashed after the pilot reported a loss of cabin pressure.,12,A1,near Isfahan-Shahid B...,near Isfahan-Shahid B...,near Isfahan-Shahid B...
1995-01-10,pknuk,14,"The aircraft disappeared while en route from Bima, Sumbawa Island to Ruteng, Flores Island, and crashed into the Molo Strait. The accident occurred in daylight, in poor weather.",14,A1,Molo Strait,Molo Strait,Molo Strait
1995-01-17,9nabi,2,"The  captain decided to aborted the take-off. However, the aircraft was never brought to a stop and it continued  on overrunning the runway and crashing down a steep slope. Failure of the crew to follow the correct procedure to continue with the rejection of the take-off once that action had been initiated. Lack of crew coordination, insufficient emphasis on emergency training, inadequate enforcement of the requirements of the operations manual and a lack of supervision during loading preparation.",24,A1,Kathmandu-Tribhu...,Kathmandu-Tribhu...,Kathmandu-Tribhu...
1995-01-20,ra67120,3,"While taking off the aircraft veered to the right and clipped some trees 2,000 ft. past the runway. Overloaded and possible fuel contamination.",19,A1,near Krasnoyarsk Airp...,near Krasnoyarsk Airp...,near Krasnoyarsk Airp...
1995-01-20,fghln,10,"The plane flew into a flock of birds that were injested into the left engine.  The pilot soon after reported an engine fire and that he was returning to the airport.  However, control of the plane was lost and the aircraft crashed.",10,A1,Paris-Le Bourget...,Paris-Le Bourget...,Paris-Le Bourget...
1995-02-16,n782al,3,"On a positioning flight the crew aborted its first takeoff. On the second takeoff the tail struck the ground and crashed back to the ground. The loss of directional control by the pilot in command during the takeoff roll, and his decision to continue the takeoff and initiate a rotation below the computed rotation airspeed, resulting in a premature lift-off, further loss of control and collision with the terrain. The flight crew's lack of understanding of the three-engine takeoff procedures, and their decision to modify those procedures. The failure of the company to ensure that the flight crew had adequate experience, training, and rest to conduct the nonroutine flight. Contributing to the accident was the inadequacy of Federal Aviation Administration oversight of Air Transport International and Federal Aviation Administration flight and duty time regulations that permitted a substantially reduced flight crew rest period when conducting a nonrevenue ferry flight under 14 Code of Federal Regulations Part 91.",3,A1,Kansas City Inte...,Kansas City Inte...,Kansas City Inte...
1995-03-16,ra26084,9,The cargo plane flew into high ground while on approach in poor weather conditons. Controllled flight into terrain.,10,A1,near Ossora Airport,near Ossora Airport,near Ossora Airport
1995-03-31,yrlcc,60,"Shortly after takeoff in poor visibility and heavy snow, with autothrottles engaged, climb thrust was selected. The right engine throttle jammed and remained at takeoff thrust, while the left engine throttle slowly reduced to idle. The increasing thrust asymmetry resulted in an increasing left bank angle, which eventually reached about 170 degrees. The airplane lost altitude and impacted the ground. Lack of crew response to an extreme nose-down attitude. The investigation concluded that the captain was incapacitated. Just before impact the first officer expressed his concern about the situation of either the captain's incapacitation or the aircraft's attitude and attempted a recovery.",60,A1,near Bucharest-Otopen...,near Bucharest-Otopen...,near Bucharest-Otopen...
1995-04-23,5najq,1,The aircraft experienced a micoburst while attempting to land at Lagos landing hard on the nosegear. Full power was applied for a go-around but the aircraft veered off the runway and collided with another aircraft.,9,A1,Lagos-Murtala Mu...,Lagos-Murtala Mu...,Lagos-Murtala Mu...
1995-04-29,4rhva,52,"While returning from Anuradhapura and descending through 3,000 ft the aircraft was shot down with a SAM missile by Tamil separatists.",52,C1,near Jaffna-Palaly AF...,near Jaffna-Palaly AF...,near Jaffna-Palaly AF...
1995-05-03,n409ma,7,"Crashed into Cerro Sincholagua mountain at 16,000 ft.  during an approach to Quito. Pilot fatigue may have been a factor.",7,A1,near Quito-Mariscal S...,near Quito-Mariscal S...,near Quito-Mariscal S...
1995-05-09,hk3079g,9,Crashed into a mountain during approach in poor weather.,9,A1,near Villavicencio-La...,near Villavicencio-La...,near Villavicencio-La...
1995-05-13,621838,6,An engine caught fire shortly after takeoff and the aircraft was not able to make an emergency landing and crashed.,6,A1,"Bliss Canyon, ID",ID,ID
1995-05-24,goeaa,12,"The crew had serious problems maintaining their heading after both artificial horizons failed shortly after takeoff. The crew had difficulty controlling the aircraft in turbulent conditions and the plane went into a spiral dive and crashed into a field. One or possibly both of the aircraft's artificial horizons malfunctioned and in the absence of a standby horizon, for which there was no airworthiness requirement, there was no single instrument available for assured attitude reference or simple means of determining which flight instruments had failed. The pilot became spatially disoriented and was unable to maintain control.",12,A1,near Leeds/Bradford A...,near Leeds/Bradford A...,near Leeds/Bradford A...
1995-06-16,ra07743,13,Flying VOR the plane ran into poor weather and the pilot decided to return however crashed into trees while attempting to land.,14,A1,near Herpuchi,near Herpuchi,near Herpuchi
1995-06-17,t401,48,"The aircraft, carrying members of a local soccer club crashed 10 miles short of it's destination. Adverse weather conditions and overloaded.",48,A1,near Catumbela Airpor...,near Catumbela Airpor...,near Catumbela Airpor...
1995-06-24,ra65617,16,"Crashed while landing in heavy rain. Overshot runway, landing long, and collided with a concrete culvert.",80,A1,Lagos-Murtala Mu...,Lagos-Murtala Mu...,Lagos-Murtala Mu...
1995-06-27,n356sa,2,"After the cargo flight encountered problems en route, the crew tried to return to Santo Domingo but crashed.",2,A1,near La Romana,near La Romana,near La Romana
1995-07-12,p2mbi,15,Crashed on takeoff onto a beach in shallow water. An in-flight fire that originated near the rear cargo hold is believed to have started in a passenger's luggage from some type of flammable liquid.,15,A1,near Alotau-Gurney Ai...,near Alotau-Gurney Ai...,near Alotau-Gurney Ai...
1995-07-17,pknut,1,The plane lost control during takeoff in heavy rain and veered off the runway crashing into a banana plantation.,18,A1,Bintuni Airport ...,Bintuni Airport ...,Bintuni Airport ...
1995-07-25,p2tnt,2,Shortly after takeoff the plane rolled to the left and struck the ground. Failure of the No. 1 engine.,2,A1,near Karimui Airport ...,near Karimui Airport ...,near Karimui Airport ...
1995-08-02,ra05708,3,During the takeoff cargo shifted in the plane causing the aircraft to lose altitude and crash into power lines.,3,A1,Johannesburg/Ger...,Johannesburg/Ger...,Johannesburg/Ger...
1995-08-09,pkkhl,10,"Crashed into Mt. Komawa at 9,200 ft. in poor weather. Found 8/14/95.",10,A1,Kumawa Mountains,Kumawa Mountains,Kumawa Mountains
1995-08-09,n125gu,65,"Crashed into Mt. Chichontepec volcano at 5,900 ft. at night during heavy rain and thunderstorms. Possible damage to the aircraft's DME due to lightning. Confusion between the pilot and ATC due to bad weather and a diversion. The Ground Proximity Warning System had sounded and power was applied but too late.",65,A1,near San Salvador,near San Salvador,near San Salvador
1995-09-01,n30ga,1,"While en route the cargo plane flew into a 4,800 ft. mountain. The pilot's continued VFR flight into instrument meteorological conditions. The weather was a factor.",1,A1,"near Farewell, AK",AK,United States of America
1995-09-02,xv239,7,"During a low flying turn manuve, at an air show, the pilot caused the plane to stall and crash into the water. The captain made an error in judgement in modifying one of the display manoeuvres to the extent that he stalled the aircraft at a height and attitude from which recovery was impossible.",7,A1,"near Toronto, ON",ON,ON
1995-09-11,yabao,3,Crashed after running out of fuel.,51,A1,near Jalalabad Airpor...,near Jalalabad Airpor...,near Jalalabad Airpor...
1995-09-15,9mmgh,34,"Following a visual approach, the aircraft landed long and fast and overran the end of the runway into a shanty town while attempting a go-around.",53,A1,Tawau Airport (TWU),Tawau Airport (TWU),Tawau Airport (TWU)
1995-09-21,bnmau10103,42,The plane crashed into mountains after a premature descent.,43,A1,Choho Geologloh Uul,Choho Geologloh Uul,Choho Geologloh Uul
1995-09-22,770354,24,"The aircraft suffered multiple bird strikes in the No. 1 and 2 engines just after taking off when it flew into a flock of 100 or more Canada Geese. The crew initiated a slow climb and began to dump fuel. The aircraft attained a maximum altitude of 250 ft. before it started to descend. The plane impacted a hilly wooded area less than a mile from the runway, broke up, exploded and burned.  Ingestion of Canada geese into the Nos.1 and 2 engines. Lack of adequate procedures to reduce bird hazards. The crew was not warned about observations of birds in the area by the ATC.",24,A1,near Anchorage-Elmend...,near Anchorage-Elmend...,near Anchorage-Elmend...
1995-09-27,cfebx,8,"While on an intercept heading for the final approach and in straight-and-level flight, the aircraft crashed into the side of a 1,047 ft, mountain in heavy fog. The pilot progressively lost situational awareness while attempting to navigate in conditions of low visibility or in cloud and was unaware of the rapidly rising terrain in his flight path.",10,A1,"near Campbell River, BC",BC,BC
1995-10-03,pkzag,1,Thirty minutes into the flight the aircraft was not able to maintain altitude after oil pressure was lost in the No. 1 engine. Crashed into trees.,14,A1,Gunung Antara,Gunung Antara,Gunung Antara
1995-11-30,4k401,2,While attempting to land the cargo plane struck light posts and crashed into a field.,6,A1,near Baku Airport (BAK),near Baku Airport (BAK),near Baku Airport (BAK)
1995-12-07,ra85164,98,"The aircraft crashed into mountainous terrain while en route. Crew error. Fuel-feed selected from wing tanks on one side only, causing an imbalance and banking to the right. The autopilot was able to counteract the imbalance for approximately 35 minutes into the flight.",98,A1,near Grossevichi,near Grossevichi,near Grossevichi
1995-12-13,yramr,49,The plane crashed and burned shortly after takeoff after reaching a height of 500 ft. Combination of overloading and icing.,49,A1,near Verona Airport (...,near Verona Airport (...,near Verona Airport (...
1995-12-18,9qcrr,141,"The plane, chartered by the UNITA rebel movement, stalled and crashed shortly after takeoff from Jamba. Overloaded by 40 passengers. One report stated baggage shifted to the rear of the plane.",144,A1,"near Cahungula, Lunda...",Lunda...,Lunda...
1995-12-22,p2nam,2,"Diverted from Madang to Bagasin, overran the runway and crashed.",12,A1,Begesin Airstrip,Begesin Airstrip,Begesin Airstrip
1996-01-08,j8vak,1,After losing an engine the plane began to lose altitude and ditched in the Atlantic Ocean 30 km southwest of Bridgetown.,10,A1,"near Bridgetown, Barb...",Barb...,Barb...
1996-01-18,5naxo,14,Crashed 4.5 miles short of the runway while making an approach to Kano. Claimed to be shot down by the United Front for Nigeria's Liberation.,14,A1,near Kano-Aminu Kano ...,near Kano-Aminu Kano ...,near Kano-Aminu Kano ...
1996-02-05,n131t,4,"The cargo plane was unable to gain altitude while attempting to takeoff, overran the runway and hit power lines and a conrete barrier. Inadequate pre-flight planning and preparation by the PIC, his failure to ensure the aircraft was properly loaded within limitations, his failure to use proper flaps for takeoff, his failure to use ADI (Antidetonation Injection) assisted takeoff, and his resultant failure to attain sufficient airspeed to climb after takeoff. Factors relating to the accident were: the high density altitude, and the PIC's lack of experience in the make and model of airplane.",4,A1,near Saint Johns Muni...,near Saint Johns Muni...,near Saint Johns Muni...
1996-02-06,tcgen,189,"The plane crashed into the Atlantic Ocean, 21 km north of Puerto Plata, shortly after taking off. Incorrect airspeed indications resulting from a clogged pitot tube. The readings were greater than the actual airspeed resulting in the crew reducing  power and leading to a stall. Failure of the crew to recognize the activation of the control column shaker as a warning of an imminent stall. Failure of the crew to carry out the procedures to recover the aircraft from the stall and restore lift.",189,A1,"near Puerto Plata, Do...",Do...,Do...
1996-02-27,erace,8,The cargo plane crashed in rain and poor visibility while on approach.,8,A1,near Lukapa,near Lukapa,near Lukapa
1996-02-29,ob1451,123,"The aircraft crashed into a hillside several miles from the airport while attempting to land. The pilot reported flying at 9,500 ft. when the aircraft was actually flying 8,640 ft. Controlled flight into terrain.",123,A1,near Arequipa-Rodrigu...,near Arequipa-Rodrigu...,near Arequipa-Rodrigu...
1996-04-03,731149,35,"The aircraft strayed off course and hit St. John Hill at an altitude of 2,200 feet, 16km SE of Dubrovnik while attempting to land in poor weather conditions. U.S. Secretary of Commerce, Ron Brown, 55, killed. Crew error.  Failure of the crew to comply with directives that required a review of all instrument approach procedures, not approved by the Defense Dept. Preflight planning errors, combined with errors made during the flight by the crew. Rumors persist that the accident was a result of sabotage.",35,A1,near Dubrovnik Airpor...,near Dubrovnik Airpor...,near Dubrovnik Airpor...
1996-04-05,ra76752,20,"The cargo plane, carrying 57 tones of detergent, crashed into a mountain at an altitude of 2,900 feet. The airplane descended through clouds to an altitude of 900m and flew into the side of a mountain, 300m below the summit.",20,A1,near Petropavlovsk-Ka...,near Petropavlovsk-Ka...,near Petropavlovsk-Ka...
1996-04-05,b12257,6,After holding for 30 minutes the aircraft undershot the runway during a visual approach and crashed into the sea in heavy fog.,17,A1,near Matsu Airport (MFK),near Matsu Airport (MFK),near Matsu Airport (MFK)
1996-05-03,stfag,53,"After a number of failed landing attempts during a sandstorm, the aircraft made a forced landing in a local suburb crashing into a building.",53,A1,near Haj Yousif,near Haj Yousif,near Haj Yousif
1996-05-09,cgdob,2,On a positioning flight the aircraft flew into a mountain.,2,A1,"near Terrace, BC",BC,BC
1996-05-11,n904vj,110,"The aircraft crashed 18 miles NW of Miami airport  in a remote part of the Everglades. Shortly after taking off, after the crew reported fire and smoke in the cabin and cockpit. The in-flight fire was caused by activation of one or more oxygen generators in the forward cargo hold. The generators were outdated, improperly labeled, lacked safety caps and were prohibited from being transported on a passenger flight. The loss of control resulted either from flight control failure or incapacitation of the crew due to extreme heat and smoke.  Candi Kubeck was the first American female commercial airline captain to be killed in a crash. San Diego Chargers running back Rodney Culver, 26, and his wife were among the passengers killed as was singer, songwriter Walter Hyatt, 46.",110,A1,"Everglades, FL",FL,FL
1996-05-11,p2isd,1,Crashed into a ridge line shrouded in clouds while en route.,10,A1,near Umba,near Umba,near Umba
1996-06-06,ur76539,10,Crashed during takeoff.,10,A1,Kinshasa-N'Djili...,Kinshasa-N'Djili...,Kinshasa-N'Djili...
1996-06-13,pkgie,3,The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxic fumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.,275,A1,Fukuoka Airport ...,Fukuoka Airport ...,Fukuoka Airport ...
1996-06-21,b3822,2,The aircraft crashed into a mountain after deviating off course during a landing attempt.,12,A1,near Changhai Airport...,near Changhai Airport...,near Changhai Airport...
1996-07-06,n927da,2,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.,142,A2,Pensacola Region...,Pensacola Region...,Pensacola Region...
1996-07-09,p2mbb,20,"Just after beginning its final approach, the aircraft crashed into the side of a  mountain at about 9,200 feet in rain and poor visibility.",20,A1,near Mendi Airport (MDU),near Mendi Airport (MDU),near Mendi Airport (MDU)
1996-07-11,vtetc,9,The aircraft flew into a Bandi Hill while descending inbound to Kulu in heavy fog.,9,A1,near Kanda,near Kanda,near Kanda
1996-07-15,ch06,34,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy.",41,A1,Eindhoven Airpor...,Eindhoven Airpor...,Eindhoven Airpor...
1996-07-17,xatcf,1,Crashed 150 ft. short of the runway.,18,A1,Playa del Carmen...,Playa del Carmen...,Playa del Carmen...
